Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,RegCheck,RegDate,CleanedRegDate
REG102969,11/5/2022,2022,West Bengal,Durgapur (WB-40),2W,Moped,Ather,Petrol,BS6,100,2,2,REG19,11/5/2022,11/5/2022
REG102970,15-10-2021,2021,Telangana,Karimnagar (TS-01),4W,SUV,Kia,Petrol,BS6,1197,8,3,REG19,15/10/2021,10/15/2021
REG102971,12/1/2021,2021,Punjab,Ludhiana (PB-10),4W,SUV,Maruti Suzuki,Diesel,BS6,1598,6,3,REG19,12/1/2021,12/1/2021
REG102972,19-11-2024,2024,Telangana,Khammam (TS-07),4W,SUV,Skoda,Petrol,BS6,800,6,0,REG19,19/11/2024,11/19/2024
REG102973,19-02-2020,2020,Punjab,Jalandhar (PB-08),4W,MUV,Kia,Diesel,BS6,2179,8,4,REG19,19/02/2020,2/19/2020
REG102974,30-10-2020,2020,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Ather,EV,BS6,0,2,4,REG19,30/10/2020,10/30/2020
REG102975,8/11/2024,2024,Rajasthan,Kota (RJ-20),2W,Moped,KTM,Petrol,BS6,250,2,0,REG19,8/11/2024,8/11/2024
REG102976,24-10-2022,2022,Madhya Pradesh,Jabalpur (MP-20),3W,E-Rickshaw,Mahindra,Diesel,BS6,250,6,2,REG19,24/10/2022,10/24/2022
REG102977,14-05-2022,2022,Maharashtra,Nashik (MH-15),4W,MUV,Maruti Suzuki,Diesel,BS6,2179,5,2,REG19,14/05/2022,5/14/2022
REG102978,18-08-2023,2023,Karnataka,Bangalore Central (KA-01),HCV,Bus,Eicher,Diesel,BS6,3760,32,1,REG19,18/08/2023,8/18/2023
REG102979,23-06-2021,2021,Uttar Pradesh,Varanasi (UP-65),4W,MUV,Honda,Hybrid,BS6,1000,8,3,REG19,23/06/2021,6/23/2021
REG102980,16-12-2022,2022,Maharashtra,Mumbai Central (MH-01),2W,Moped,Royal Enfield,Petrol,BS6,125,2,2,REG19,16/12/2022,12/16/2022
REG102981,21-09-2024,2024,Delhi,Delhi West (DL-08),4W,SUV,Skoda,EV,BS6,0,5,0,REG19,21/09/2024,9/21/2024
REG102982,23-10-2021,2021,Gujarat,Vadodara (GJ-06),4W,Hatchback,Toyota,Diesel,BS6,1462,8,3,REG19,23/10/2021,10/23/2021
REG102983,6/2/2023,2023,Rajasthan,Kota (RJ-20),2W,Moped,Royal Enfield,Petrol,BS6,350,2,1,REG19,6/2/2023,6/2/2023
REG102984,8/3/2021,2021,Kerala,Kollam (KL-02),4W,SUV,MG,Petrol,BS6,1598,5,3,REG19,8/3/2021,8/3/2021
REG102985,3/6/2020,2020,Madhya Pradesh,Indore (MP-09),4W,MUV,Honda,Hybrid,BS6,0,5,4,REG19,3/6/2020,3/6/2020
REG102986,28-07-2021,2021,Madhya Pradesh,Jabalpur (MP-20),4W,Sedan,Renault,EV,BS6,0,5,3,REG19,28/07/2021,7/28/2021
REG102987,12/1/2018,2018,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Yamaha,Petrol,BS4,110,2,6,REG19,12/1/2018,12/1/2018
REG102988,29-11-2019,2019,Tamil Nadu,Salem (TN-30),4W,MUV,Skoda,Diesel,BS4,1462,5,5,REG19,29/11/2019,11/29/2019
REG102989,1/9/2021,2021,Gujarat,Gandhinagar (GJ-18),LCV,Mini Truck,Force Motors,Diesel,BS6,2523,9,3,REG19,1/9/2021,1/9/2021
REG102990,5/6/2022,2022,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Bajaj,Hybrid,BS6,160,2,2,REG19,5/6/2022,5/6/2022
REG102991,6/5/2023,2023,Delhi,Delhi South (DL-09),2W,Moped,Ola Electric,Petrol,BS6,150,2,1,REG19,6/5/2023,6/5/2023
REG102992,4/8/2021,2021,Karnataka,Belgaum (KA-22),2W,Motorcycle,Bajaj,Petrol,BS6,110,2,3,REG19,4/8/2021,4/8/2021
REG102993,25-08-2021,2021,West Bengal,Kolkata (WB-01),2W,Motorcycle,Honda,EV,BS6,0,2,3,REG19,25/08/2021,8/25/2021
REG102994,2/10/2024,2024,Uttar Pradesh,Kanpur (UP-78),4W,Sedan,Honda,Petrol,BS6,1598,5,0,REG19,2/10/2024,2/10/2024
REG102995,11/9/2023,2023,Telangana,Khammam (TS-07),LCV,Light Bus,Eicher,Diesel,BS6,3298,15,1,REG19,11/9/2023,11/9/2023
REG102996,1/7/2021,2021,Gujarat,Vadodara (GJ-06),4W,SUV,Renault,EV,BS6,0,8,3,REG19,1/7/2021,1/7/2021
REG102997,13-10-2021,2021,Kerala,Thrissur (KL-08),4W,Hatchback,Mahindra,Diesel,BS6,2179,7,3,REG19,13/10/2021,10/13/2021
REG102998,7/6/2022,2022,Maharashtra,Nagpur (MH-31),LCV,Mini Truck,Force Motors,Diesel,BS6,0,12,2,REG19,7/6/2022,7/6/2022
REG102999,16-04-2020,2020,Delhi,Delhi West (DL-08),2W,Scooter,KTM,Hybrid,BS4,100,2,4,REG19,16/04/2020,4/16/2020
REG103000,18-01-2024,2024,Punjab,Patiala (PB-11),2W,Motorcycle,Hero,EV,BS6,0,2,0,REG19,18/01/2024,1/18/2024
REG103001,15-05-2023,2023,Rajasthan,Udaipur (RJ-27),2W,Moped,TVS,Petrol,BS6,200,2,1,REG19,15/05/2023,5/15/2023
REG103002,12/4/2020,2020,Delhi,Delhi South (DL-09),OTH,Crane,Sonalika,Diesel,BS6,4998,45,4,REG19,12/4/2020,12/4/2020
REG103003,10/2/2022,2022,Uttar Pradesh,Lucknow (UP-32),4W,Hatchback,Maruti Suzuki,Petrol,BS6,1000,5,2,REG19,10/2/2022,10/2/2022
REG103004,3/11/2019,2019,Kerala,Kochi (KL-07),4W,SUV,Honda,Petrol,BS4,0,8,5,REG19,3/11/2019,3/11/2019
REG103005,21-05-2020,2020,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Yamaha,EV,BS6,0,2,4,REG19,21/05/2020,5/21/2020
REG103006,19-09-2022,2022,Uttar Pradesh,Lucknow (UP-32),2W,Scooter,KTM,EV,BS6,0,2,2,REG19,19/09/2022,9/19/2022
REG103007,10/12/2022,2022,Telangana,Karimnagar (TS-01),4W,SUV,MG,Hybrid,BS6,1968,6,2,REG19,10/12/2022,10/12/2022
REG103008,28-10-2021,2021,Kerala,Kollam (KL-02),2W,Scooter,TVS,Petrol,BS6,200,2,3,REG19,28/10/2021,10/28/2021
REG103009,20-12-2020,2020,Maharashtra,Aurangabad (MH-20),4W,Hatchback,Kia,EV,BS6,0,5,4,REG19,20/12/2020,12/20/2020
REG103010,10/6/2024,2024,Kerala,Kochi (KL-07),4W,Sedan,MG,Diesel,BS6,1498,8,0,REG19,10/6/2024,10/6/2024
REG103011,1/7/2019,2019,Madhya Pradesh,Indore (MP-09),4W,MUV,Tata Motors,Petrol,BS4,1000,6,5,REG19,1/7/2019,1/7/2019
REG103012,20-04-2021,2021,Karnataka,Belgaum (KA-22),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,3,REG19,20/04/2021,4/20/2021
REG103013,2/6/2020,2020,Punjab,Chandigarh (CH-01),2W,Moped,Ather,Petrol,BS6,160,2,4,REG19,2/6/2020,2/6/2020
REG103014,11/12/2019,2019,Tamil Nadu,Chennai Central (TN-01),2W,Moped,Royal Enfield,Petrol,BS6,125,2,5,REG19,11/12/2019,11/12/2019
REG103015,15-12-2024,2024,Kerala,Kochi (KL-07),4W,MUV,Mahindra,Diesel,BS6,1968,8,0,REG19,15/12/2024,12/15/2024
REG103016,9/2/2024,2024,Gujarat,Rajkot (GJ-03),3W,Auto Rickshaw,Piaggio,CNG,BS6,225,3,0,REG19,9/2/2024,9/2/2024
REG103017,10/2/2023,2023,Tamil Nadu,Madurai (TN-58),3W,Auto Rickshaw,TVS,Diesel,BS6,250,3,1,REG19,10/2/2023,10/2/2023
REG103018,5/11/2019,2019,Punjab,Patiala (PB-11),4W,SUV,Tata Motors,EV,BS4,0,7,5,REG19,5/11/2019,5/11/2019
REG103019,8/2/2023,2023,Punjab,Patiala (PB-11),2W,Moped,Ather,Petrol,BS6,125,2,1,REG19,8/2/2023,8/2/2023
REG103020,14-11-2022,2022,Telangana,Karimnagar (TS-01),2W,Moped,Honda,Petrol,BS6,125,2,2,REG19,14/11/2022,11/14/2022
REG103021,20-10-2021,2021,Delhi,Delhi South (DL-09),2W,Motorcycle,Ola Electric,Petrol,BS4,110,2,3,REG19,20/10/2021,10/20/2021
REG103022,7/4/2023,2023,Telangana,Hyderabad (TS-09),4W,Sedan,Renault,Petrol,BS6,1498,6,1,REG19,7/4/2023,7/4/2023
REG103023,9/7/2019,2019,Kerala,Kollam (KL-02),OTH,Tractor,John Deere,Diesel,BS4,0,45,5,REG19,9/7/2019,9/7/2019
REG103024,2/2/2024,2024,Kerala,Kochi (KL-07),OTH,Tractor,Escorts,Petrol,BS6,0,32,0,REG19,2/2/2024,2/2/2024
REG103025,15-02-2021,2021,Tamil Nadu,Salem (TN-30),LCV,Pickup Van,Tata Motors,Diesel,BS6,2956,9,3,REG19,15/02/2021,2/15/2021
REG103026,13-06-2024,2024,Karnataka,Hubli (KA-25),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2956,9,0,REG19,13/06/2024,6/13/2024
REG103027,10/12/2022,2022,Delhi,Delhi Central (DL-01),4W,SUV,Maruti Suzuki,Diesel,BS6,1000,5,2,REG19,10/12/2022,10/12/2022
REG103028,22-08-2023,2023,Punjab,Jalandhar (PB-08),2W,Moped,Royal Enfield,EV,BS6,0,2,1,REG19,22/08/2023,8/22/2023
REG103029,5/4/2019,2019,Kerala,Thrissur (KL-08),2W,Scooter,Yamaha,Petrol,BS4,0,2,5,REG19,5/4/2019,5/4/2019
REG103030,2/8/2021,2021,Punjab,Chandigarh (CH-01),2W,Moped,Ola Electric,Petrol,BS6,160,2,3,REG19,2/8/2021,2/8/2021
REG103031,14-07-2024,2024,Madhya Pradesh,Bhopal (MP-04),HCV,Truck,Tata Motors,Diesel,BS6,6700,52,0,REG19,14/07/2024,7/14/2024
REG103032,9/5/2019,2019,Karnataka,Bangalore Central (KA-01),2W,Moped,Ather,EV,BS4,0,2,5,REG19,9/5/2019,9/5/2019
REG103033,17-12-2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Suzuki,EV,BS6,0,2,0,REG19,17/12/2024,12/17/2024
REG103034,13-11-2023,2023,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Suzuki,Petrol,BS6,0,2,1,REG19,13/11/2023,11/13/2023
REG103035,14-02-2022,2022,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,2,REG19,14/02/2022,2/14/2022
REG103036,10/10/2019,2019,Maharashtra,Nagpur (MH-31),4W,Sedan,Toyota,Diesel,BS4,2179,5,5,REG19,10/10/2019,10/10/2019
REG103037,14-10-2023,2023,Kerala,Kochi (KL-07),2W,Motorcycle,Hero,EV,BS6,0,2,1,REG19,14/10/2023,10/14/2023
REG103038,16-03-2022,2022,Punjab,Jalandhar (PB-08),4W,SUV,Mahindra,CNG,BS6,1598,5,2,REG19,16/03/2022,3/16/2022
REG103039,25-11-2023,2023,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,Petrol,BS6,100,2,1,REG19,25/11/2023,11/25/2023
REG103040,15-01-2018,2018,Kerala,Kochi (KL-07),HCV,Tanker,Tata Motors,Diesel,BS4,4998,2,6,REG19,15/01/2018,1/15/2018
REG103041,21-12-2021,2021,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Royal Enfield,EV,BS6,0,2,3,REG19,21/12/2021,12/21/2021
REG103042,27-10-2023,2023,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Kia,Petrol,BS6,0,7,1,REG19,27/10/2023,10/27/2023
REG103043,18-06-2019,2019,Uttar Pradesh,Varanasi (UP-65),HCV,Trailer,Ashok Leyland,Diesel,BS4,5660,45,5,REG19,18/06/2019,6/18/2019
REG103044,14-07-2024,2024,Tamil Nadu,Coimbatore (TN-37),3W,E-Rickshaw,Atul Auto,EV,BS6,0,6,0,REG19,14/07/2024,7/14/2024
REG103045,2/8/2021,2021,Kerala,Kollam (KL-02),4W,Sedan,Hyundai,Petrol,BS6,1197,6,3,REG19,2/8/2021,2/8/2021
REG103046,4/9/2021,2021,Punjab,Chandigarh (CH-01),LCV,Mini Truck,Mahindra,CNG,BS6,3298,15,3,REG19,4/9/2021,4/9/2021
REG103047,4/3/2018,2018,West Bengal,Kolkata (WB-01),4W,Hatchback,Mahindra,Diesel,BS4,1498,7,6,REG19,4/3/2018,4/3/2018
REG103048,4/3/2022,2022,Kerala,Kochi (KL-07),4W,SUV,Kia,Petrol,BS6,1498,8,2,REG19,4/3/2022,4/3/2022
REG103049,29-10-2019,2019,Punjab,Chandigarh (CH-01),HCV,Bus,Volvo,Diesel,BS4,5660,1,5,REG19,29/10/2019,10/29/2019
REG103050,6/3/2021,2021,Kerala,Thrissur (KL-08),3W,Tempo,Bajaj,EV,BS6,0,6,3,REG19,6/3/2021,6/3/2021
REG103051,31-07-2023,2023,Maharashtra,Aurangabad (MH-20),2W,Moped,Ather,Petrol,BS6,200,2,1,REG19,31/07/2023,7/31/2023
REG103052,1/10/2023,2023,Uttar Pradesh,Kanpur (UP-78),4W,Sedan,Toyota,Hybrid,BS6,1197,6,1,REG19,1/10/2023,1/10/2023
REG103053,10/7/2020,2020,Telangana,Warangal (TS-03),4W,Hatchback,Hyundai,Diesel,BS6,1462,5,4,REG19,10/7/2020,10/7/2020
REG103054,6/9/2021,2021,Uttar Pradesh,Allahabad (UP-70),3W,E-Rickshaw,Atul Auto,Petrol,BS6,0,7,3,REG19,6/9/2021,6/9/2021
REG103055,3/9/2023,2023,West Bengal,Asansol (WB-39),2W,Scooter,Royal Enfield,Petrol,BS6,160,2,1,REG19,3/9/2023,3/9/2023
REG103056,22-11-2019,2019,Kerala,Kozhikode (KL-11),4W,MUV,Toyota,Petrol,BS4,1462,5,5,REG19,22/11/2019,11/22/2019
REG103057,25-12-2023,2023,West Bengal,Durgapur (WB-40),LCV,Light Bus,Ashok Leyland,CNG,BS6,0,12,1,REG19,25/12/2023,12/25/2023
REG103058,27-09-2023,2023,Telangana,Karimnagar (TS-01),HCV,Truck,MAN,Diesel,BS6,6700,2,1,REG19,27/09/2023,9/27/2023
REG103059,12/5/2022,2022,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Honda,EV,BS6,0,2,2,REG19,12/5/2022,12/5/2022
REG103060,25-11-2023,2023,Delhi,Delhi West (DL-08),4W,SUV,Toyota,Petrol,BS4,1968,7,1,REG19,25/11/2023,11/25/2023
REG103061,5/1/2020,2020,Karnataka,Belgaum (KA-22),2W,Moped,Ola Electric,Petrol,BS4,100,2,4,REG19,5/1/2020,5/1/2020
REG103062,9/4/2023,2023,Punjab,Ludhiana (PB-10),2W,Moped,TVS,Petrol,BS6,100,2,1,REG19,9/4/2023,9/4/2023
REG103063,23-05-2020,2020,Karnataka,Hubli (KA-25),4W,Sedan,Tata Motors,Petrol,BS6,0,6,4,REG19,23/05/2020,5/23/2020
REG103064,24-09-2018,2018,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Suzuki,EV,BS4,0,2,6,REG19,24/09/2018,9/24/2018
REG103065,3/6/2023,2023,Uttar Pradesh,Lucknow (UP-32),HCV,Truck,Volvo,Diesel,BS6,0,1,1,REG19,3/6/2023,3/6/2023
REG103066,24-07-2023,2023,Karnataka,Hubli (KA-25),LCV,Pickup Van,Mahindra,Diesel,BS6,0,15,1,REG19,24/07/2023,7/24/2023
REG103067,26-06-2021,2021,West Bengal,Kolkata (WB-01),HCV,Trailer,Volvo,Diesel,BS6,4998,52,3,REG19,26/06/2021,6/26/2021
REG103068,20-11-2024,2024,Tamil Nadu,Salem (TN-30),2W,Scooter,KTM,Petrol,BS6,125,2,0,REG19,20/11/2024,11/20/2024
REG103069,15-11-2024,2024,West Bengal,Howrah (WB-13),2W,Scooter,Bajaj,Petrol,BS6,0,2,0,REG19,15/11/2024,11/15/2024
REG103070,17-11-2021,2021,Karnataka,Bangalore Central (KA-01),4W,Sedan,Renault,Diesel,BS6,1197,7,3,REG19,17/11/2021,11/17/2021
REG103071,3/12/2023,2023,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Yamaha,Petrol,BS6,150,2,1,REG19,3/12/2023,3/12/2023
REG103072,9/10/2021,2021,Telangana,Warangal (TS-03),LCV,Light Bus,Force Motors,Diesel,BS6,2956,9,3,REG19,9/10/2021,9/10/2021
REG103073,25-11-2021,2021,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,EV,BS6,0,2,3,REG19,25/11/2021,11/25/2021
REG103074,4/9/2022,2022,Gujarat,Vadodara (GJ-06),4W,Hatchback,MG,CNG,BS6,1598,5,2,REG19,4/9/2022,4/9/2022
REG103075,11/7/2019,2019,Madhya Pradesh,Ujjain (MP-13),4W,Hatchback,Skoda,Diesel,BS4,1598,5,5,REG19,11/7/2019,11/7/2019
REG103076,26-03-2023,2023,Tamil Nadu,Trichy (TN-45),4W,SUV,Kia,Petrol,BS6,1598,6,1,REG19,26/03/2023,3/26/2023
REG103077,10/12/2020,2020,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,Ola Electric,EV,BS4,0,2,4,REG19,10/12/2020,10/12/2020
REG103078,14-07-2022,2022,Telangana,Nizamabad (TS-05),4W,MUV,Kia,Diesel,BS6,1598,5,2,REG19,14/07/2022,7/14/2022
REG103079,18-04-2023,2023,West Bengal,Kolkata (WB-01),2W,Scooter,Ola Electric,Petrol,BS6,160,2,1,REG19,18/04/2023,4/18/2023
REG103080,30-03-2024,2024,Delhi,Delhi North (DL-04),4W,MUV,Hyundai,Diesel,BS6,1197,5,0,REG19,30/03/2024,3/30/2024
REG103081,3/5/2024,2024,Punjab,Amritsar (PB-02),4W,Hatchback,MG,Diesel,BS6,1498,5,0,REG19,3/5/2024,3/5/2024
REG103082,25-01-2024,2024,Rajasthan,Jodhpur (RJ-19),2W,Scooter,KTM,Petrol,BS6,110,2,0,REG19,25/01/2024,1/25/2024
REG103083,15-05-2023,2023,Karnataka,Hubli (KA-25),4W,MUV,MG,Petrol,BS6,1462,5,1,REG19,15/05/2023,5/15/2023
REG103084,28-08-2021,2021,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Tata Motors,Petrol,BS6,0,7,3,REG19,28/08/2021,8/28/2021
REG103085,6/9/2024,2024,Uttar Pradesh,Agra (UP-80),2W,Scooter,Royal Enfield,EV,BS6,0,2,0,REG19,6/9/2024,6/9/2024
REG103086,19-03-2022,2022,Karnataka,Mangalore (KA-19),4W,SUV,MG,Petrol,BS6,1462,6,2,REG19,19/03/2022,3/19/2022
REG103087,26-10-2023,2023,Telangana,Nizamabad (TS-05),HCV,Trailer,Eicher,Diesel,BS6,5660,45,1,REG19,26/10/2023,10/26/2023
REG103088,26-07-2019,2019,Kerala,Kollam (KL-02),2W,Scooter,Yamaha,EV,BS4,0,2,5,REG19,26/07/2019,7/26/2019
REG103089,2/5/2020,2020,Tamil Nadu,Trichy (TN-45),4W,SUV,Hyundai,Hybrid,BS6,1462,7,4,REG19,2/5/2020,2/5/2020
REG103090,16-08-2021,2021,West Bengal,Kolkata (WB-01),2W,Scooter,Honda,Petrol,BS6,110,2,3,REG19,16/08/2021,8/16/2021
REG103091,13-06-2019,2019,Gujarat,Rajkot (GJ-03),4W,MUV,Mahindra,Petrol,BS4,1598,5,5,REG19,13/06/2019,6/13/2019
REG103092,4/3/2023,2023,Telangana,Warangal (TS-03),3W,E-Rickshaw,TVS,Petrol,BS6,0,3,1,REG19,4/3/2023,4/3/2023
REG103093,14-12-2022,2022,Delhi,Delhi South (DL-09),4W,Hatchback,Maruti Suzuki,Petrol,BS6,800,5,2,REG19,14/12/2022,12/14/2022
REG103094,22-10-2023,2023,Karnataka,Mangalore (KA-19),4W,MUV,MG,CNG,BS6,800,8,1,REG19,22/10/2023,10/22/2023
REG103095,23-07-2021,2021,Telangana,Karimnagar (TS-01),4W,Sedan,Renault,Diesel,BS6,1197,5,3,REG19,23/07/2021,7/23/2021
REG103096,6/8/2023,2023,Kerala,Kozhikode (KL-11),4W,Sedan,Renault,Hybrid,BS6,2179,8,1,REG19,6/8/2023,6/8/2023
REG103097,10/12/2024,2024,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,EV,BS6,0,2,0,REG19,10/12/2024,10/12/2024
REG103098,1/10/2022,2022,Kerala,Kollam (KL-02),4W,Hatchback,MG,Petrol,BS6,0,6,2,REG19,1/10/2022,1/10/2022
REG103099,4/1/2023,2023,Gujarat,Ahmedabad (GJ-01),HCV,Bus,Volvo,Diesel,BS6,3760,32,1,REG19,4/1/2023,4/1/2023
REG103100,27-04-2023,2023,Delhi,Delhi Central (DL-01),4W,SUV,Tata Motors,Diesel,BS6,1968,8,1,REG19,27/04/2023,4/27/2023
REG103101,22-12-2022,2022,Madhya Pradesh,Indore (MP-09),2W,Moped,Ola Electric,Petrol,BS6,160,2,2,REG19,22/12/2022,12/22/2022
REG103102,11/12/2018,2018,Telangana,Hyderabad (TS-09),2W,Moped,Hero,CNG,BS4,150,2,6,REG19,11/12/2018,11/12/2018
REG103103,31-03-2023,2023,Rajasthan,Udaipur (RJ-27),LCV,Light Bus,Mahindra,Diesel,BS6,3298,9,1,REG19,31/03/2023,3/31/2023
REG103104,4/2/2024,2024,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,KTM,EV,BS6,0,2,0,REG19,4/2/2024,4/2/2024
REG103105,7/3/2023,2023,Telangana,Khammam (TS-07),2W,Moped,Honda,Petrol,BS6,150,2,1,REG19,7/3/2023,7/3/2023
REG103106,12/2/2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Moped,TVS,Petrol,BS6,110,2,0,REG19,12/2/2024,12/2/2024
REG103107,12/6/2024,2024,Punjab,Jalandhar (PB-08),4W,Sedan,Toyota,CNG,BS6,2179,7,0,REG19,12/6/2024,12/6/2024
REG103108,24-05-2021,2021,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Bajaj,Petrol,BS6,160,2,3,REG19,24/05/2021,5/24/2021
REG103109,24-06-2024,2024,Karnataka,Bangalore Central (KA-01),3W,Tempo,Atul Auto,EV,BS6,0,3,0,REG19,24/06/2024,6/24/2024
REG103110,28-11-2018,2018,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Yamaha,Petrol,BS4,400,2,6,REG19,28/11/2018,11/28/2018
REG103111,2/10/2021,2021,Karnataka,Belgaum (KA-22),2W,Moped,Suzuki,EV,BS6,0,2,3,REG19,2/10/2021,2/10/2021
REG103112,14-05-2018,2018,West Bengal,Kolkata (WB-01),2W,Moped,TVS,Petrol,BS4,400,2,6,REG19,14/05/2018,5/14/2018
REG103113,28-03-2019,2019,Delhi,Delhi East (DL-02),2W,Scooter,Hero,Petrol,BS4,400,2,5,REG19,28/03/2019,3/28/2019
REG103114,29-05-2024,2024,Delhi,Delhi North (DL-04),2W,Motorcycle,Ather,EV,BS6,0,2,0,REG19,29/05/2024,5/29/2024
REG103115,25-02-2023,2023,West Bengal,Kolkata (WB-01),4W,Hatchback,Honda,EV,BS6,0,6,1,REG19,25/02/2023,2/25/2023
REG103116,5/9/2022,2022,West Bengal,Siliguri (WB-73),2W,Moped,Yamaha,Petrol,BS6,110,2,2,REG19,5/9/2022,5/9/2022
REG103117,26-09-2018,2018,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,KTM,Petrol,BS4,400,2,6,REG19,26/09/2018,9/26/2018
REG103118,24-04-2021,2021,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Honda,EV,BS6,0,2,3,REG19,24/04/2021,4/24/2021
REG103119,27-08-2020,2020,Delhi,Delhi East (DL-02),2W,Scooter,Yamaha,Petrol,BS6,160,2,4,REG19,27/08/2020,8/27/2020
REG103120,29-04-2023,2023,Karnataka,Belgaum (KA-22),4W,MUV,Maruti Suzuki,Diesel,BS6,800,8,1,REG19,29/04/2023,4/29/2023
REG103121,8/3/2018,2018,Gujarat,Gandhinagar (GJ-18),2W,Moped,KTM,EV,BS4,0,2,6,REG19,8/3/2018,8/3/2018
REG103122,11/7/2022,2022,Madhya Pradesh,Bhopal (MP-04),4W,MUV,Maruti Suzuki,Petrol,BS6,0,5,2,REG19,11/7/2022,11/7/2022
REG103123,25-08-2022,2022,Delhi,Delhi North (DL-04),OTH,Tractor,Escorts,Diesel,BS6,5660,2,2,REG19,25/08/2022,8/25/2022
REG103124,12/3/2023,2023,Karnataka,Hubli (KA-25),HCV,Truck,Eicher,Diesel,BS6,5660,2,1,REG19,12/3/2023,12/3/2023
REG103125,13-01-2023,2023,Uttar Pradesh,Lucknow (UP-32),2W,Motorcycle,Suzuki,EV,BS6,0,2,1,REG19,13/01/2023,1/13/2023
REG103126,28-04-2020,2020,Kerala,Kollam (KL-02),3W,E-Rickshaw,Atul Auto,CNG,BS6,225,6,4,REG19,28/04/2020,4/28/2020
REG103127,12/2/2023,2023,Telangana,Warangal (TS-03),4W,SUV,Mahindra,EV,BS6,0,8,1,REG19,12/2/2023,12/2/2023
REG103128,13-07-2021,2021,Rajasthan,Udaipur (RJ-27),2W,Scooter,Honda,EV,BS6,0,2,3,REG19,13/07/2021,7/13/2021
REG103129,15-02-2018,2018,Delhi,Delhi West (DL-08),2W,Motorcycle,Honda,Petrol,BS3,125,2,6,REG19,15/02/2018,2/15/2018
REG103130,26-10-2022,2022,Telangana,Warangal (TS-03),2W,Moped,Yamaha,Petrol,BS6,350,2,2,REG19,26/10/2022,10/26/2022
REG103131,21-02-2024,2024,Punjab,Patiala (PB-11),2W,Motorcycle,Yamaha,Hybrid,BS6,350,2,0,REG19,21/02/2024,2/21/2024
REG103132,14-09-2018,2018,West Bengal,Kolkata (WB-01),LCV,Light Bus,Tata Motors,Diesel,BS4,0,9,6,REG19,14/09/2018,9/14/2018
REG103133,10/5/2021,2021,Punjab,Amritsar (PB-02),2W,Scooter,Suzuki,Petrol,BS6,400,2,3,REG19,10/5/2021,10/5/2021
REG103134,1/3/2021,2021,Delhi,Delhi South (DL-09),4W,Sedan,Mahindra,Diesel,BS6,0,8,3,REG19,1/3/2021,1/3/2021
REG103135,25-04-2018,2018,Uttar Pradesh,Varanasi (UP-65),3W,Tempo,Mahindra,CNG,BS4,250,6,6,REG19,25/04/2018,4/25/2018
REG103136,2/5/2023,2023,Madhya Pradesh,Ujjain (MP-13),4W,MUV,Mahindra,Petrol,BS6,800,6,1,REG19,2/5/2023,2/5/2023
REG103137,15-05-2024,2024,Delhi,Delhi East (DL-02),2W,Scooter,KTM,Petrol,BS6,200,2,0,REG19,15/05/2024,5/15/2024
REG103138,13-08-2022,2022,Karnataka,Bangalore Central (KA-01),2W,Scooter,Ather,Petrol,BS6,150,2,2,REG19,13/08/2022,8/13/2022
REG103139,24-03-2024,2024,Karnataka,Belgaum (KA-22),2W,Scooter,Suzuki,Petrol,BS6,350,2,0,REG19,24/03/2024,3/24/2024
REG103140,30-07-2024,2024,Maharashtra,Nashik (MH-15),4W,SUV,Skoda,EV,BS6,0,5,0,REG19,30/07/2024,7/30/2024
REG103141,5/7/2021,2021,Karnataka,Bangalore Central (KA-01),3W,Tempo,Mahindra,Diesel,BS6,250,7,3,REG19,5/7/2021,5/7/2021
REG103142,19-03-2022,2022,Kerala,Kozhikode (KL-11),2W,Scooter,TVS,EV,BS6,0,2,2,REG19,19/03/2022,3/19/2022
